"L1","label","index","documentYear","volume","page","authors","documentName","type","cleanLabel","authorBlock","mergedLabel","jwSimilarity"
"CAMPBELL CE, 2013, CBE-LIFE SCI EDUC","ackovska n, 2005, eurocon 2005: the international conference on computer as a tool, vol 1 and 2 , proceedings, p811;almeida ca, 2004, biochem mol biol edu, v32, p239,","468",2005,"v32","p811","ackovska n","  eurocon 005: the international conference on computer as a tool vol 1 and 2  proceedings ;almeida ca 2004 biochem mol biol edu  p239","article","ackovska n, 2005, eurocon 2005: the international conference on computer as a tool, vol 1 and 2 , proceedings, p811;almeida ca, 2004, biochem mol biol edu, v32, p239","ackovska n","ackovska n, 2005, eurocon 2005: the international conference on computer as a tool, vol 1 and 2 , proceedings, p811;almeida ca, 2004, biochem mol biol edu, v32, p239",1
"SMITH JJ, 2013, CBE-LIFE SCI EDUC","anderson dl, 2002, j res sci teach, v39, p952,","469",2002,"v39","p952","anderson dl","  j res sci teach  ","article","anderson dl, 2002, j res sci teach, v39, p952","anderson l w","abergbengtsson l, 2006, j res sci teach, v43, p43",0.759283128456061
"SADLER PM, 2013, CBE-LIFE SCI EDUC","achieve  inc, 2013, next gen sci stand;american association for the advancement of science, 2001, atl sci lit;anderson dl, 2002, j res sci teach, v39, p952,","470",2013,"v39","p952","achieve  inc","  next gen sci stand;american association for the advancement of science 001 atl sci lit;anderson dl 2002 j res sci teach  ","article","achieve  inc, 2013, next gen sci stand;american association for the advancement of science, 2001, atl sci lit;anderson dl, 2002, j res sci teach, v39, p952","achieve  inc","achieve  inc, 2013, next gen sci stand;american association for the advancement of science, 2001, atl sci lit;anderson dl, 2002, j res sci teach, v39, p952",1
"MAHER JM, 2013, CBE-LIFE SCI EDUC","abraham jk, 2012, cbelife sci educ, v11, p152,","471",2012,"v11","p152","abraham jk","  cbelife sci educ  ","article","abraham jk, 2012, cbelife sci educ, v11, p152","abraham jk","abraham jk, 2014, cbelife sci educ, v13, p349",0.925925925925926
"MASKIEWICZ AC, 2013, CBE-LIFE SCI EDUC","abraham jk, 2012, cbelife sci educ, v11, p152,","472",2012,"v11","p152","abraham jk","  cbelife sci educ  ","article","abraham jk, 2012, cbelife sci educ, v11, p152","abraham jk","abraham jk, 2014, cbelife sci educ, v13, p349",0.925925925925926
"GARRISON H, 2013, CBE-LIFE SCI EDUC","backes b, 2012, j hum resour, v47, p435,","473",2012,"v47","p435","backes b","  j hum resour  ","article","backes b, 2012, j hum resour, v47, p435","backes b","backes b, 2012, j hum resour, v47, p435",1
"PRUNUSKE AJ, 2013, CBE-LIFE SCI EDUC","adams david wallace, 1995, ed extinction am ind;aronson j, 2013, am j public health, v103, p50,","474",1995,"v103","p50","adams david wallace","  ed extinction am ind;aronson j 013 am j public health  ","article","adams david wallace, 1995, ed extinction am ind;aronson j, 2013, am j public health, v103, p50","adams david wallace","adams david wallace, 1995, ed extinction am ind;aronson j, 2013, am j public health, v103, p50",1
"DUMANIS SB, 2013, CBE-LIFE SCI EDUC","association for psychological science, 2011, stud grant comp;brescia jr wf, 2005, q rev dist ed, v6, p385;center for scientific review, 2011, earl car rev progr;derish pa, 2007, j surg res, v140, p177,","475",2011,"v6","p385","association for psychological science","  stud grant comp;brescia jr wf 005 q rev dist ed  ;center for scientific review 2011 earl car rev progr;derish pa 2007 j surg res v140 p177","article","association for psychological science, 2011, stud grant comp;brescia jr wf, 2005, q rev dist ed, v6, p385;center for scientific review, 2011, earl car rev progr;derish pa, 2007, j surg res, v140, p177","association for psychological science","association for psychological science, 2011, stud grant comp;brescia jr wf, 2005, q rev dist ed, v6, p385;center for scientific review, 2011, earl car rev progr;derish pa, 2007, j surg res, v140, p177",1
"KOVARIK DN, 2013, CBE-LIFE SCI EDUC","bandura a, 1994, ency human behav;blustein dl, 1999, vocational interests;chowning jeanne ting, 2009, sci teach, v76, p36;chowning jt, 2012, plos one, v7,","476",1994,"v76","p36","bandura a","  ency human behav;blustein dl 999 vocational interests;chowning jeanne ting 2009 sci teach  ;chowning jt 2012 plos one v7","article","bandura a, 1994, ency human behav;blustein dl, 1999, vocational interests;chowning jeanne ting, 2009, sci teach, v76, p36;chowning jt, 2012, plos one, v7","bandura a","bandura a, 1994, ency human behav;blustein dl, 1999, vocational interests;chowning jeanne ting, 2009, sci teach, v76, p36;chowning jt, 2012, plos one, v7",1
"THOMPSON KV, 2013, CBE-LIFE SCI EDUC","american association for advancement of science, 2011, vis chang call act;association of american medical colleges, 2012, prev guid mcat2015;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;association of american universities, 2011, 5 year in impr und s;bialek w, 2004, science, v303, p788,","479",2011,"v303","p788","american association for advancement of science","  vis chang call act;association of american medical colleges 012 prev guid mcat2015;association of american medical colleges and howard hughes medical institutes 2009 sci fdn fut phys;association of american universities 2011 5 year in impr und s;bialek w 2004 science  ","article","american association for advancement of science, 2011, vis chang call act;association of american medical colleges, 2012, prev guid mcat2015;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;association of american universities, 2011, 5 year in impr und s;bialek w, 2004, science, v303, p788","american association for advancement of science","american association for advancement of science, 2011, vis chang call act;association of american medical colleges, 2012, prev guid mcat2015;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;association of american universities, 2011, 5 year in impr und s;bialek w, 2004, science, v303, p788",1
"HILBORN RC, 2013, CBE-LIFE SCI EDUC","aamc howard hughes medical institute joint committee, sci fdn fut phys;accreditation board for engineering and technology, 2009, crit accr eng progr;american association for the advancement of science, 2011, vis chang und biol e;american association of medical colleges (aamc), 2011, beh soc sci fdn fut;american chemical society, 2008, vis chang und biol e;association of american medical colleges (aamc), 2011, prev guid mcat;bransford jd, 1999, people learn brain m;hanauer d i, 2012, liberal educ, v98, p1;jones e, 2002, defining assessing l;national research council (nrc), 2012, fram k 12 sci ed pra;nrc, 2003, bio2010 transf und e, p208","480",2009,"v98","p1","aamc howard hughes medical institute joint committee"," sci fdn fut phys;accreditation board for engineering and technology  crit accr eng progr;american association for the advancement of science 011 vis chang und biol e;american association of medical colleges (aamc) 2011 beh soc sci fdn fut;american chemical society 2008 vis chang und biol e;association of american medical colleges (aamc) 2011 prev guid mcat;bransford jd 1999 people learn brain m;hanauer d i 2012 liberal educ  ;jones e 2002 defining assessing l;national research council (nrc) 2012 fram k 12 sci ed pra;nrc 2003 bio2010 transf und e p208","article","aamc howard hughes medical institute joint committee, sci fdn fut phys;accreditation board for engineering and technology, 2009, crit accr eng progr;american association for the advancement of science, 2011, vis chang und biol e;american association of medical colleges (aamc), 2011, beh soc sci fdn fut;american chemical society, 2008, vis chang und biol e;association of american medical colleges (aamc), 2011, prev guid mcat;bransford jd, 1999, people learn brain m;hanauer d i, 2012, liberal educ, v98, p1;jones e, 2002, defining assessing l;national research council (nrc), 2012, fram k 12 sci ed pra;nrc, 2003, bio2010 transf und e, p208","aamc howard hughes medical institute joint committee","aamc howard hughes medical institute joint committee, sci fdn fut phys;accreditation board for engineering and technology, 2009, crit accr eng progr;american association for the advancement of science, 2011, vis chang und biol e;american association of medical colleges (aamc), 2011, beh soc sci fdn fut;american chemical society, 2008, vis chang und biol e;association of american medical colleges (aamc), 2011, prev guid mcat;bransford jd, 1999, people learn brain m;hanauer d i, 2012, liberal educ, v98, p1;jones e, 2002, defining assessing l;national research council (nrc), 2012, fram k 12 sci ed pra;nrc, 2003, bio2010 transf und e, p208",1
"REDISH EF, 2013, CBE-LIFE SCI EDUC","alexander r m, 2006, principles animal lo;american association for advancement of science, 2011, vis chang call act;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;elliott jp, 1977, can j zool, v55, p1811,","481",2006,"v55","p1811","alexander r m","  principles animal lo;american association for advancement of science 011 vis chang call act;association of american medical colleges and howard hughes medical institutes 2009 sci fdn fut phys;elliott jp 1977 can j zool  ","article","alexander r m, 2006, principles animal lo;american association for advancement of science, 2011, vis chang call act;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;elliott jp, 1977, can j zool, v55, p1811","alexander b k","alexander r m, 2006, principles animal lo;american association for advancement of science, 2011, vis chang call act;association of american medical colleges and howard hughes medical institutes, 2009, sci fdn fut phys;elliott jp, 1977, can j zool, v55, p1811",1
"MANTHEY S, 2013, CBE-LIFE SCI EDUC","adams wk, 2006, phys rev spec topph, v2,","483",2006,"v2",NA,"adams wk","  phys rev spec topph ","article","adams wk, 2006, phys rev spec topph, v2","adams wk","adams wk, 2006, phys rev spec topph, v2",1
"DONOVAN DA, 2013, CBE-LIFE SCI EDUC","aaas, 2000, atl sci lit;aaas, 1997, bluepr ref;aaas, 2011, vis chang und biol e;american association for the advancement of science aaas, 1993, benchm sci lit;archambault rd, 1964, j dewey ed selected;bransford jd, 1999, people learn;chaplin s b, 2005, j coll sci teach, v35, p47;coley jd, 2012, cbelife sci educ, v11, p209,","484",2000,"v35","p47","aaas","  atl sci lit;aaas 997 bluepr ref;aaas 2011 vis chang und biol e;american association for the advancement of science aaas 1993 benchm sci lit;archambault rd 1964 j dewey ed selected;bransford jd 1999 people learn;chaplin s b 2005 j coll sci teach  ;coley jd 2012 cbelife sci educ v11 p209","article","aaas, 2000, atl sci lit;aaas, 1997, bluepr ref;aaas, 2011, vis chang und biol e;american association for the advancement of science aaas, 1993, benchm sci lit;archambault rd, 1964, j dewey ed selected;bransford jd, 1999, people learn;chaplin s b, 2005, j coll sci teach, v35, p47;coley jd, 2012, cbelife sci educ, v11, p209","aaas","aaas, 2000, atl sci lit;aaas, 1997, bluepr ref;aaas, 2011, vis chang und biol e;american association for the advancement of science aaas, 1993, benchm sci lit;archambault rd, 1964, j dewey ed selected;bransford jd, 1999, people learn;chaplin s b, 2005, j coll sci teach, v35, p47;coley jd, 2012, cbelife sci educ, v11, p209",1
"CHRISTENSEN W, 2013, CBE-LIFE SCI EDUC","adams wk, 2006, phys rev spec topph, v2,","487",2006,"v2",NA,"adams wk","  phys rev spec topph ","article","adams wk, 2006, phys rev spec topph, v2","adams wk","adams wk, 2006, phys rev spec topph, v2",1
"BRECKLER JL, 2013, CBE-LIFE SCI EDUC","ahmad ka, 2012, med sci ed, v22, p117;ahopelto i, 2011, adv health sci educ, v16, p655,","488",2012,"v22","p117","ahmad ka","  med sci ed  ;ahopelto i 011 adv health sci educ v16 p655","article","ahmad ka, 2012, med sci ed, v22, p117;ahopelto i, 2011, adv health sci educ, v16, p655","ahmad ka","ahmad ka, 2012, med sci ed, v22, p117;ahopelto i, 2011, adv health sci educ, v16, p655",1
"WATKINS J, 2013, CBE-LIFE SCI EDUC","adams wk, 2006, phys rev spec topph, v2,","489",2006,"v2",NA,"adams wk","  phys rev spec topph ","article","adams wk, 2006, phys rev spec topph, v2","adams wk","adams wk, 2006, phys rev spec topph, v2",1
"BATIZA AF, 2013, CBE-LIFE SCI EDUC","aaas, 2011, vis chang sci ed cal;allen jf, 2007, nature, v445, p610,","490",2011,"v445","p610","aaas","  vis chang sci ed cal;allen jf 007 nature  ","article","aaas, 2011, vis chang sci ed cal;allen jf, 2007, nature, v445, p610","aaas","aaas, 2011, vis chang sci ed cal;allen jf, 2007, nature, v445, p610",1
"COOPER MM, 2013, CBE-LIFE SCI EDUC","barak j, 1997, int j sci educ, v19, p21,","491",1997,"v19","p21","barak j","  int j sci educ  ","article","barak j, 1997, int j sci educ, v19, p21","barak j","abell sk, 2008, int j sci educ, v30, p1405",0.748136920550714
"THOMPSON NL, 2013, CBE-LIFE SCI EDUC","aud s, 2010, status trends ed rac;chang mj, 2008, rev high educ, v31, p433,","493",2010,"v31","p433","aud s","  status trends ed rac;chang mj 008 rev high educ  ","article","aud s, 2010, status trends ed rac;chang mj, 2008, rev high educ, v31, p433","aud s","aud s, 2010, status trends ed rac;chang mj, 2008, rev high educ, v31, p433",1
"LAUER S, 2013, CBE-LIFE SCI EDUC","allport g w, 1954, nature prejudice;alter al, 2010, j exp soc psychol, v46, p166,","494",1954,"v46","p166","allport g w","  nature prejudice;alter al 010 j exp soc psychol  ","article","allport g w, 1954, nature prejudice;alter al, 2010, j exp soc psychol, v46, p166","allport g w","allport g w, 1954, nature prejudice;alter al, 2010, j exp soc psychol, v46, p166",1
"LEMONS PP, 2013, CBE-LIFE SCI EDUC","*aaas, 1989, sci all am;aaas, 2011, vis chang und biol e;anderson l w, 2001, taxonomy learning te;andrews tm, 2012, cbelife sci educ, v11, p248,","496",1989,"v11","p248",NA,"*aaas  sci all am;aaas 011 vis chang und biol e;anderson l w 2001 taxonomy learning te;andrews tm 2012 cbelife sci educ  ","article","*aaas, 1989, sci all am;aaas, 2011, vis chang und biol e;anderson l w, 2001, taxonomy learning te;andrews tm, 2012, cbelife sci educ, v11, p248","NA","*aaas, 1989, sci all am;aaas, 2011, vis chang und biol e;anderson l w, 2001, taxonomy learning te;andrews tm, 2012, cbelife sci educ, v11, p248",1
"GOTTESMAN AJ, 2013, CBE-LIFE SCI EDUC","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;angier n, 2012, ny times;anonymous, 2005, ass press;arora pn, 2010, biostatistics mumbai;arum m, 2011, acad adrift ltd lear;bao l, 2012, j coll sci teach, v41, p23,","497",2010,"v41","p23","ambrose s a","  learning works  res;american association for the advancement of science 2011 vis chang und biol e;angier n 2012 ny times;anonymous 2005 ass press;arora pn 2010 biostatistics mumbai;arum m 2011 acad adrift ltd lear;bao l 2012 j coll sci teach  ","article","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;angier n, 2012, ny times;anonymous, 2005, ass press;arora pn, 2010, biostatistics mumbai;arum m, 2011, acad adrift ltd lear;bao l, 2012, j coll sci teach, v41, p23","ambrose s a","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;angier n, 2012, ny times;anonymous, 2005, ass press;arora pn, 2010, biostatistics mumbai;arum m, 2011, acad adrift ltd lear;bao l, 2012, j coll sci teach, v41, p23",1
"KLEGERIS A, 2013, CBE-LIFE SCI EDUC","anderson wl, 2008, cbelife sci educ, v7, p254,","498",2008,"v7","p254","anderson wl","  cbelife sci educ  ","article","anderson wl, 2008, cbelife sci educ, v7, p254","anderson l w","abraham jk, 2014, cbelife sci educ, v13, p349",0.703240740740741
"GRIFFARD PB, 2013, CBE-LIFE SCI EDUC","abdelkhalick f, 2000, j res sci teach, v37, p1057,","499",2000,"v37","p1057","abdelkhalick f","  j res sci teach  ","article","abdelkhalick f, 2000, j res sci teach, v37, p1057","abdelkhalick f","abergbengtsson l, 2006, j res sci teach, v43, p43",0.69297719087635
"KENDALL KD, 2013, CBE-LIFE SCI EDUC","ambady n, 1992, psychol bull, v111, p256,","500",1992,"v111","p256","ambady n","  psychol bull  ","article","ambady n, 1992, psychol bull, v111, p256","ambady n","ambady n, 1992, psychol bull, v111, p256",1
"BARSOUM MJ, 2013, CBE-LIFE SCI EDUC","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;besser d, 1999, journalism mass comm, v53, p4;bloom bs, 1956, taxonomy ed objectiv, v1;bravo m a, 2008, what res has say voc, p130;chamany k, 2008, cbelife sci educ, v7, p267,","501",2010,"v53","p4","ambrose s a","  learning works  res;american association for the advancement of science 2011 vis chang und biol e;besser d 1999 journalism mass comm  ;bloom bs 1956 taxonomy ed objectiv v1;bravo m a 2008 what res has say voc p130;chamany k 2008 cbelife sci educ v7 p267","article","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;besser d, 1999, journalism mass comm, v53, p4;bloom bs, 1956, taxonomy ed objectiv, v1;bravo m a, 2008, what res has say voc, p130;chamany k, 2008, cbelife sci educ, v7, p267","ambrose s a","ambrose s a, 2010, learning works 7 res;american association for the advancement of science, 2011, vis chang und biol e;besser d, 1999, journalism mass comm, v53, p4;bloom bs, 1956, taxonomy ed objectiv, v1;bravo m a, 2008, what res has say voc, p130;chamany k, 2008, cbelife sci educ, v7, p267",1
