Text,Time
CORE PRINCIPLES; PHYSIOLOGY; MISCONCEPTIONS; INFORMATION; STEREOTYPE;;FRAMEWORK; TOOL,2017
SCHOOL SCIENCE; INQUIRY; EDUCATION,2017
SCIENCE,2017
SCIENCE; CAREER; ASSOCIATION; PIPELINE,2017
TESTS; MEMORY; PERFORMANCE; RETENTION; RETRIEVAL; POWER,2017
RELIGIOUS BELIEFS; RACIAL MICROAGGRESSIONS; EVOLUTIONARY BIOLOGY;;COLLEGE-STUDENTS; SCIENCE; SENSE; WOMEN; ACCEPTANCE; STEREOTYPE;;CLASSROOM,2017
CONCEPT INVENTORY; REPRESENTATION; CATEGORIZATION; SCIENCE; TOOL,2017
SCALE DEVELOPMENT; WORKING-ALLIANCE; UNDERGRADUATE; RESEARCHERS;;GRADUATE; BENEFITS; PURSUIT,2017
COLLEGE; BIOLOGY; IMPACT; PERFORMANCE; SCIENCE,2017
TEACHER IMMEDIACY BEHAVIORS; GENDER; IMPACT; TALK,2017
COGNITIVE LOAD THEORY; EARLIER PROBLEMS; EXAMPLES; LEARN; SOLVE,2017
EDUCATION; FACULTY; PERSPECTIVES; COLLEGE,2017
SELF-EFFICACY; SCIENCE; EDUCATION; BENEFITS; STUDENTS; EXPECTATIONS;;MOTIVATION; IDENTITY; CHOICE; WOMEN,2017
DYNAMIC VISUALIZATIONS; INSTRUCTIONAL ANIMATIONS; COMPUTER ANIMATION;;FLIPPED CLASSROOM; STUDENTS; TEXTBOOKS; SCIENCE; BIOLOGY;;MISCONCEPTIONS; ACHIEVEMENT,2017
STUDENT ATTITUDES; PEDAGOGIES,2017
RESEARCH EXPERIENCES; SCIENTIFIC-RESEARCH; FACULTY; MENTORS; BENEFITS;;STUDENTS; BARRIERS,2017
COLLEGE-STUDENTS; EXPERIENCES; DIVERSITY; PERCEPTIONS; MATHEMATICS,2017
NA,2017
MULTIPLE REPRESENTATIONS; CHEMISTRY TRIPLET; STUDENTS; EDUCATION;;SKILLS; DIFFICULTIES; INFORMATION; FRAMEWORK; CAPACITY,2017
SCIENCE,2017
SCIENCE; INTERVENTION; COLLEGE; PEER; PROGRAM; TOOL; MATHEMATICS;;ACHIEVEMENT; VALIDATION; CHEMISTRY,2017
FOUNDATIONAL CONCEPTS; CHEMISTRY EDUCATION; CONCEPT INVENTORY; FIT;INDEXES; STUDENTS; INSTRUMENT; INTEGRATION; ATTITUDE; SYSTEMS; ABILITY,2017
CUMULATIVE ADVANTAGE; GRADUATE-STUDENTS; FACULTY; COLLABORATION;;PERCEPTIONS; PERFORMANCE; COMPETENCE; AUTHORSHIP; STANDARDS; PEOPLE,2017
INTRODUCTORY BIOLOGY; NATURAL-SELECTION; VALIDATION; CLASSROOM; SCIENCE;;TOOL; ACHIEVEMENT; INVENTORY; DESIGN,2016
LEARNING PROGRESSION; IDENTIFICATION; CONCEPTIONS; INVENTORY; KNOWLEDGE;;EVOLUTION,2016
GRADUATE TEACHING ASSISTANTS; UNDERGRADUATE; SCIENCE; MATTER,2016
UNDERGRADUATE RESEARCH EXPERIENCES; TEACHING PRACTICES; ANALYTIC;ROTATION; INVENTORY; EDUCATION; MATHEMATICS; COLLEGE; CULTURE,2016
LEARNING-ENVIRONMENT; PERFORMANCE; CLASSROOM; PEER,2016
PEER OBSERVATION; PROFESSIONAL-DEVELOPMENT; STUDENTS EVALUATIONS;;HIGHER-EDUCATION; SCIENCE-EDUCATION; FACULTY; COLLEGE; PROFESSORS;;MATHEMATICS; PERFORMANCE,2016
COGNITIVE ENGAGEMENT; MOTIVATION; PERFORMANCE; CLASSROOM; ATTITUDES;;STRATEGIES; EXPERIENCE; FRAMEWORK; IMPACT; SCHOOL,2016
NA,2016
SCIENCE-ENRICHMENT PROGRAMS; SCHOOL; CONFIDENCE; MOTIVATION; PREDICTORS;;CHOICE; GIRLS; BOYS,2016
INTRODUCTORY BIOLOGY; PERFORMANCE; STUDENTS; SCIENCE; LECTURE; LEARN,2016
SEDUCTIVE DETAILS; SCIENCE; CONCEPTIONS; INSTRUCTION; INQUIRY; TEACHER;;IDEAS; MODEL,2016
PEER; INTERDEPENDENCE; ARGUMENTATION; PERFORMANCE; EXPLANATION;;DISCOURSE; BIOLOGY; SCIENCE; IMPACT,2016
MYCOBACTERIUM-TUBERCULOSIS; MALATE-DEHYDROGENASE; LABORATORY COURSES;;INQUIRY; STUDENTS; EDUCATION; PROTEIN; PURIFICATION; HYDROLASE; GENOMICS,2016
BIOLOGY; SCIENCE; ARTICLES; STRATEGY; ABILITY; READ,2016
STUDENTS CONCEPTIONS; BIOLOGY TEXTBOOKS; DIFFUSION; MISCONCEPTIONS;;OSMOSIS; SCIENCE; DIFFICULTIES; TEACHERS,2016
PERFORMANCE; RESISTANCE; ATTITUDES; SCIENCE,2016
OPPORTUNITIES; PERFORMANCE; RESISTANCE,2016
FACULTY; EDUCATION; INQUIRY; SCIENCE,2016
INTRODUCTORY BIOLOGY; SCIENCE-EDUCATION; PEER; INNOVATIONS; PERFORMANCE;;DIRECTIONS; CHALLENGES; STUDENTS; COURSES; VISION,2016
PHYLOGENETIC ANALYSIS; COLLEGE-STUDENTS; CLIMATE-CHANGE; EDUCATION,2016
COLORADO LEARNING ATTITUDES; HIGHER-EDUCATION; SELF-ASSESSMENT; SCIENCE;;INQUIRY; GENOMICS; CURRICULUM; JAPONICUS,2016
DESIGN-BASED RESEARCH; KNOWLEDGE; VIEWS; MODEL,2016
PROBLEM CATEGORIZATION; COLLEGE-STUDENTS; BLOOMS TAXONOMY; KNOWLEDGE;;THINKING; INSTRUCTION; CONCEPTIONS; PERFORMANCE; ARGUMENTS; EXPERTISE,2016
CONCEPT INVENTORY; GENETICS; BIOLOGY; MODELS,2016
SCIENCE; STUDENTS; PARTNERSHIP; FRAMEWORK; SCIENTIST; INQUIRY,2016
NA,2016
TEACHING PRACTICES; SCIENCE; VALIDITY; MATHEMATICS; INVENTORY; FACULTY;;COLLEGE; PHYSICS; COURSES,2016
NA,2016
ARGUMENT-DRIVEN INQUIRY; ACADEMIC-ACHIEVEMENT; WRITTEN ARGUMENTS;;STUDENTS LEARN; SCIENCE; ASSIGNMENTS; FRAMEWORK; COMPONENT; LITERACY;;IMPROVE,2016
BIOLOGY; SCIENCE; VIEWS; DIAGRAMS; MODELS,2016
CLASS CONCEPT QUESTIONS; HIGHER-EDUCATION; FACULTY; FEEDBACK;;OPPORTUNITIES; PERFORMANCE; STRATEGIES; CLASSROOM; BIOLOGY; TIME,2016
NA,2016
COGNITIVE LOAD; SCIENCE; MEMORY; REDUCE; IMPACT,2016
FIT INDEXES; PROJECT OWNERSHIP,2016
COLORADO LEARNING ATTITUDES; EPISTEMOLOGICAL VIEWS; SELF-EFFICACY;;QUESTIONNAIRE,2016
SENSE EXCEPT; BIOLOGY; EVOLUTION; MISCONCEPTIONS; KNOWLEDGE; LIGHT,2016
LEWIS STRUCTURES; CHEMISTRY; RANDOMNESS; INVENTORY; THINKING; IMPACT;;GENES,2016
INDIVIDUAL-DIFFERENCES; PEER INTERACTION; FOCUS GROUP; WORK; STUDENTS;;LEVEL; INSTRUCTION; RELEVANT,2016
STUDENT PERFORMANCE; SCIENCE-EDUCATION; BIOLOGY; ASSISTANTS; CLASSROOM;;GENETICS; PEER,2016
NA,2016
SELF-EFFICACY; CAREER-DEVELOPMENT; STUDENTS; IDENTITY; COLLEGE; WOMEN;;EXPECTATIONS; EXPERIENCES; INTERESTS; FRAMEWORK,2016
INTRODUCTORY BIOLOGY; CHEMISTRY; SCIENCE; PERFORMANCE; MATHEMATICS,2016
PROPENSITY SCORE METHODS; RETENTION; 1ST-GRADE; PROGRAM; GROWTH,2016
RESEARCH EXPERIENCES; COLLEGE-STUDENTS; CAREER CHOICE; SELF-EFFICACY;;DIVERSITY; SCIENCE; GENDER; GOALS; PERFORMANCE; PERSISTENCE,2016
STEREOTYPE THREAT; SELF-EFFICACY; IDENTITY COMPATIBILITY;;ACHIEVEMENT-MOTIVATION; DOCTORAL STUDENTS; SOCIAL IDENTITY; WOMEN OPT;;GENDER; PERFORMANCE; MATHEMATICS,2016
SEXUAL ORIENTATION; GAY MEN; IDENTITY DEVELOPMENT; ATTITUDES; LESBIANS;;GENDER; FAMILY; IMPACT; HETERONORMATIVITY; ENGAGEMENT,2016
UNDERGRADUATE RESEARCH; COLLEGE-STUDENTS; PERSISTENCE; GENOMICS;;OUTCOMES,2016
COMMUNITY-COLLEGES,2016
RESEARCH EXPERIENCES; BENEFITS,2016
STUDENTS; SCIENCE,2016
EXPERIENCES; STUDENTS; PIPELINE,2016
EXPERIENCES; STUDENTS; EFFICACY; IDENTITY; CHOICE; CAREER; COLOR,2016
MINORITY-STUDENTS; RACIAL MICROAGGRESSIONS; ACADEMIC-PERFORMANCE;;COLLEGE ADJUSTMENT; STEREOTYPE THREAT; SOCIAL-CLASS; TRANSITION;;INTERVENTION; EFFICACY; IDENTITY,2016
DIVERSITY,2016
SELF-EFFICACY; STUDENT PERFORMANCE; SCIENCE; ACHIEVEMENT; MATHEMATICS;;IDENTITY; LECTURE; GENDER,2016
SCIENCE IDENTITY; HIGHER-EDUCATION; COLLEGE; MATHEMATICS; TRANSITION;;SENSE; 1ST-YEAR; CLIMATE; SCHOOL; WOMEN,2016
SOCIAL COGNITIVE THEORY; SCIENCE; STUDENTS,2016
CAREER-DEVELOPMENT; SELF-EFFICACY; SCIENCE; INTERESTS; STUDENTS;;FACULTY; FRAMEWORK; VARIABLES; ACADEME; CHOICE,2016
CAMPUS RACIAL CLIMATE; UNDERGRADUATE RESEARCH; ENGINEERING STUDENTS;;EXPERIENCES; PERFORMANCE; COLLEGE; WOMEN; MAJORS; CAREER; INSTITUTION,2016
STEM,2016
JUNIOR FACULTY; COLOR; PERFORMANCE; GRADUATE; PERCEPTIONS; EXPERIENCES;;ENGAGEMENT; BENEFITS; SUCCESS; GENDER,2016
REGULATORY FOCUS; SEXISM; PREJUDICE; SCIENCE; PARTICIPATION;;STEREOTYPES; PROMOTION; JUDGMENTS; ATTITUDES; FACULTY,2016
NA,2016
SCIENCE IDENTITY; STUDENTS; STEM; PARTICIPATION; EXPERIENCES;;UNDERGRADUATE; PERFORMANCE; PERSISTENCE; THREAT,2016
STUDENTS; FACULTY; FUTURE; GOALS; PHD,2016
UNDERGRADUATE RESEARCH; STEM; STUDENTS; SCIENCE; PERSISTENCE; DIVERSITY;;EDUCATION; PIPELINE; OUTCOMES; NUMBER,2016
1ST-GENERATION COLLEGE-STUDENTS; SELF-AFFIRMATION; ACHIEVEMENT GAP;;ACADEMIC-PERFORMANCE; IDENTITY; THREAT; EXPERIENCES; MOTIVATION;;INCREASES; CLASSROOM,2016
ACADEMIC-SUCCESS; COLLEGE; BENEFITS; PERFORMANCE; PERSISTENCE;;VALIDATION; COMMUNITY; SCIENCES; PIPELINE; PROGRAM,2016
UNDERGRADUATE RESEARCH EXPERIENCES; RESEARCH PROGRAMS; SCIENCE;;PERFORMANCE; EDUCATION; IDENTITY; INTERVENTION; SUCCESS,2016
IMPLICIT ASSOCIATION TEST; MULTIPLE SOCIAL IDENTITIES; STEREOTYPE;THREAT; COVERT COMMUNICATION; TEACHER EXPECTATIONS; GENDER BIAS; SAY NO;;STUDENTS; SELF; PREJUDICE,2016
PROGRAMS; WOMEN,2016
ROLE-MODELS; TEST-PERFORMANCE; AFRICAN-AMERICANS; POSSIBLE SELVES;;THREAT; RACE; TEACHERS; PEOPLE; SCHOOL; WOMEN,2016
RANDOMIZED CONTROLLED-TRIAL; FACULTY; MENTORS; SCIENCE,2016
PROFESSIONAL-DEVELOPMENT; SELF-EFFICACY; SCIENCE; PROGRAM; FACULTY;;INSTRUMENT; EDUCATION; DESIGN; GTA,2016
STUDENT PERFORMANCE; LEARNING OUTCOMES; SCIENCE; MATHEMATICS; LECTURE,2016
ACADEMIC-PERFORMANCE; COLLEGE OUTCOMES; BELIEFS; STUDENTS; MATHEMATICS;;SCIENCE; ACHIEVEMENT; PERSISTENCE; MOTIVATION; PREDICTOR,2016
PROMOTING INSTRUCTIONAL-CHANGE; SCIENCE FACULTY; COMMUNITY; COHESION;;SUPPORT; MODELS,2016
BIOLOGICAL EVOLUTION; STUDENTS ACCEPTANCE; NATURAL-SELECTION; SCIENCE;;EDUCATION; KNOWLEDGE; VIEWS; CREATIONISM; MAJORS; ACHIEVEMENT,2016
CONCEPT INVENTORY; MULTIPLE-CHOICE; STUDENTS; ASSESSMENTS; EDUCATION;;LITERACY; EVALUATE,2016
KNOWLEDGE,2016
BIOLOGY; ATTITUDES; SCIENCE; PERFORMANCE; ACHIEVEMENT; INSTRUMENT;;BELIEFS; PHYSICS; PEER,2016
STEREOTYPE THREAT; EDUCATION; MATHEMATICS; COMMUNITY; OUTCOMES,2016
UNDERGRADUATE RESEARCH EXPERIENCES; SCIENCE; BIOINFORMATICS;;PERSISTENCE; BENEFITS; INQUIRY; BIOLOGY; STEM,2016
NATURAL-SELECTION; BIOLOGY MAJORS; GENETIC DRIFT; MISCONCEPTIONS; TOOL;;INFORMATION; INHERITANCE; THINKING; VISION,2016
DIFFICULTIES,2016
SCIENCE-EDUCATION; GENES; REDUCTIONISM; ANTIBIOTICS; CONSEQUENCE;;ECOSYSTEMS; STUDENTS; HORMONES; BROADEN; ECOLOGY,2016
ARGUMENT-DRIVEN INQUIRY; SCIENTIFIC ARGUMENTATION; POLY(ADP-RIBOSE);POLYMERASE; SCHOOL SCIENCE; REPRESENTATION; CLASSROOMS; KNOWLEDGE;;STRATEGY; CANCER; INSTRUCTION,2016
RESEARCH EXPERIENCES; SELF-ASSESSMENT; STUDENTS; PERCEPTIONS;;INTERSECTION; DISPARITIES; EDUCATION; PIPELINE; BENEFITS; EFFICACY,2016
MULTIPLE TRUE-FALSE; CELL-DIVISION; BIOLOGY; GENETICS; STUDENTS;;THINKING; CHEMISTRY; EDUCATION; VALIDATION; MEIOSIS,2016
UNDERGRADUATE RESEARCH EXPERIENCES; PROJECT OWNERSHIP; EDUCATION;;ALTERNATIVES; GENOMICS; BENEFITS; STUDENTS; MODEL,2016
ATTITUDES; CAREER; ADOLESCENTS; CURRICULA; KNOWLEDGE; EDUCATION;;BIOLOGY; REFORM; MODEL; SELF,2016
STEREOTYPE THREAT; ACHIEVEMENT GAP; SCIENCE; CLASSROOM; MATHEMATICS;;IDENTITY; THINKING; REDUCE; DIF,2016
UNDERGRADUATE BIOLOGY; TEACHING PRACTICES; SCIENCE SURVEY; COLLEGE;;MATHEMATICS; PERFORMANCE; TECHNOLOGY; STRATEGIES; INVENTORY; EDUCATION,2016
SELF-EFFICACY; RESEARCH EXPERIENCE; CRITICAL THINKING; PERCEPTIONS;;EDUCATION; SCIENCE; ABILITY; SKILLS,2016
STUDENT PERFORMANCE; CLASSROOM; QUESTIONS; TALKING; COURSES,2016
NEGATIVE AFFECT; HIGH-SCHOOL; MEDICAL-STUDENTS; SHORT-FORM; BIOLOGY;;ACHIEVEMENT; PERFORMANCE; MOTIVATION; STATE; VALIDATION,2016
CONCEPTUAL CHANGE; REPRESENTATION; EXPLANATIONS; THINKING; EXPERTS,2016
LOCAL ITEM DEPENDENCE; STUDENTS; SCIENCE; ERROR; UNIDIMENSIONALITY;;MISCONCEPTIONS; INSTRUMENT; CHALLENGES; KNOWLEDGE; GENETICS,2016
ITEM DIFFICULTY INTERACTIONS; MULTIPLE-CHOICE; SEX-DIFFERENCES;;NATURAL-SELECTION; SCIENCE; MATHEMATICS; ACHIEVEMENT; PERFORMANCE;;PROFICIENCY,2016
GRADUATE TEACHING ASSISTANTS; NATURAL-SELECTION; CONCEPT INVENTORY;;SELF-EFFICACY; SCIENCE; PSYCHOLOGY; INSTRUMENT,2016
SYSTEM THINKING SKILLS; COMPLEX-SYSTEMS; STUDENTS; EXPLANATIONS;;EDUCATION; EVOLUTION; BEHAVIOR; SCHOOL,2016
SELF-EFFICACY; COLLEGE-STUDENTS; UNDERREPRESENTED STUDENTS; OUTCOME;EXPECTATIONS; GRADUATE-EDUCATION; DOCTORAL STUDENTS; SCIENCE; CHOICE;;SATISFACTION; LANGUAGE,2015
UNDERGRADUATE RESEARCH EXPERIENCES; PROJECT OWNERSHIP; EDUCATION;;SCIENCE; IMPLEMENTATION; MATHEMATICS; FIDELITY,2015
COLLEGE-STUDENTS; SELF-EFFICACY; SCIENCE; PERCEPTIONS; WOMEN;;ENVIRONMENT; GENERATION; TRANSITION; INTERESTS; CHOICE,2015
INTRODUCTORY BIOLOGY; RESEARCH EXPERIENCES; STUDENT PERFORMANCE;;COLLEGE-STUDENTS; ACHIEVEMENT; MATHEMATICS; CHEMISTRY; EDUCATION;;BENEFITS; STEM,2015
SCIENCE-EDUCATION; ARGUMENTATION; PEER; DISCOURSE; TEACHERS; INQUIRY;;EXPLANATION; BEHAVIORS; CHEMISTRY; ENACTMENT,2015
ATTITUDES; RISK,2015
STUDENTS; THINKING; TOOL; RELIABILITY; EDUCATION; VALIDITY; BIOLOGY,2015
COLLEGE CLASSROOM; PARTICIPATION; INSTRUCTION; ACHIEVEMENT; SCIENCE;;GENDER; PERFORMANCE; ENGAGEMENT; STRATEGIES; RACE,2015
SCIENCE; PERFORMANCE; EDUCATION; THREAT; MATH,2015
PROJECT OWNERSHIP; STUDENTS,2015
STEREOTYPE THREAT; ACHIEVEMENT GAP; STUDENTS; EDUCATION; SCIENCE; GENDER,2015
EXPERIMENTAL-DESIGN; CRITICAL THINKING; HIGHER-EDUCATION; BIOLOGY,2015
WRITING ASSIGNMENTS; COGNITIVE LOAD; DISCOVERY; BIOLOGY; DESIGN,2015
CLIMATE-CHANGE; IMPACTS,2015
FIT INDEXES; FACULTY; TEACHERS; PERCEPTIONS; IMPROVEMENT; EDUCATION;;COLLEGES; BELIEFS; IMPACT; GTA,2015
GRADUATE-STUDENTS; SCIENCE; DIVERSITY; SCHOOL; PERSISTENCE; MINORITIES;;CLIMATE; WOMEN,2015
HIGH-SCHOOL BIOLOGY; EVOLUTIONARY-THEORY; TEACHING EVOLUTION;;ACCEPTANCE; CREATIONISM; TEACHERS; BELIEFS,2015
GENDER DIFFERENCES; ACHIEVEMENT GAP; SCIENCE; IDENTITY; SCHOOL; IMAGE;;PERFORMANCE; ATTITUDES; THREAT,2015
PROFESSIONAL-DEVELOPMENT; FACULTY; DESIGN; PROGRAM; SCIENCE; IMPACT; GTA,2015
FAMILY INTERFACE; VALUES; VALIDATION; DYNAMICS,2015
PERFORMANCE; SCIENCE,2015
GENOMICS EDUCATION PARTNERSHIP; UNDERGRADUATE RESEARCH; RNA-SEQ;;BIOLOGY; MATHEMATICS; SCIENCE; STUDENTS; INQUIRY; BIOINFORMATICS;;IMPLEMENTATION,2015
RESEARCH EXPERIENCES; FIT INDEXES; BENEFITS; SCIENCES,2015
COLLEGE-STUDENTS; INTERVENTION; ATTITUDES; LECTURE; GRADES; TIME,2015
LONG-TERM RETENTION; IMPROVES PERFORMANCE; EDUCATIONAL PRACTICE;;RETRIEVAL PRACTICE; MULTIPLE-CHOICE; ACHIEVEMENT GAP; SUBSEQUENT;;PSYCHOLOGY; CLASSROOM; BIOLOGY,2015
GENOMICS EDUCATION PARTNERSHIP; INTRODUCTORY BIOLOGY; P53; BENEFITS;;CANCER; YEAST,2015
CONCEPTUAL CHANGE; BIOLOGY; IMPACT; INSTRUCTION; EDUCATION; QUALITY;;COURSES,2015
AFFECT STUDENT; IMPACT; PEER; INSTRUCTION; FEEDBACK; BIOLOGY;;IMPLEMENTATION; PARTICIPATION; CONFIRMATION; PERFORMANCE,2015
FORMATIVE ASSESSMENT; IMPACT,2015
PROFESSIONAL-DEVELOPMENT; FACULTY,2015
CLASSROOM,2015
NA,2015
TRANSLATIONAL RESEARCH; ACADEMIC MEDICINE; JUNIOR FACULTY; RETENTION;;INSTITUTE; SKILLS,2015
CLOSED-BOOK TESTS; CRITICAL THINKING; UNDERGRADUATE BIOLOGY;;SCIENCE-EDUCATION; MEDICAL-STUDENTS; BLOOMS TAXONOMY; COURSES; CLASSROOM,2015
COGNITIVE-DEVELOPMENT; SCIENCE-EDUCATION; ACHIEVEMENT GOALS;;SELF-REGULATION; MOTIVATION; STRATEGIES; KNOWLEDGE; LEARNER; SKILLS,2015
COLLEGE-STUDENTS; MINORITIES; IMPACT; WOMEN; COMMUNITIES; SCIENTISTS;;BONFERRONI; DIFFERENCE; EDUCATION; PATHWAYS,2015
SCIENCE; EDUCATION; STUDENTS; VIEWS; CHALLENGES; ANALOGIES,2015
NATURAL-SELECTION; PERFORMANCE; THINKING,2015
ONLINE,2015
MILLENNIUM SCHOLARS PROGRAM; STUDENT SELF-ASSESSMENT;;EXPERIMENTAL-DESIGN; COLLEGE-STUDENTS; AFRICAN-AMERICAN; PROJECT;OWNERSHIP; SCIENCE RESEARCH; HIGHER-EDUCATION; BENEFITS; GENOMICS,2015
MULTIPLE TRUE-FALSE; CONCEPT INVENTORY; NATURAL-SELECTION; TOOL;;MISCONCEPTIONS; RANDOMNESS; MOTIVATION; KNOWLEDGE; GENETICS; THINKING,2015
UNDERGRADUATE SCIENCE-EDUCATION; HIGHER-ORDER THINKING; INTRODUCTORY;BIOLOGY; RESEARCH EXPERIENCES; PEER INSTRUCTION; CLASSROOM; FACULTY;;MODEL; MATHEMATICS; PERFORMANCE,2015
CANCER PREVENTION; EDUCATION; SCIENCE,2015
COGNITIVE LOAD; EDUCATIONAL-RESEARCH; WRITING ASSIGNMENTS; MENTAL;MODELS; STUDENTS; SCIENCE; KNOWLEDGE; MISCONCEPTIONS; PERCEPTIONS;;CONCEPTIONS,2015
VERTICAL INTEGRATION; CLINICAL MEDICINE; BASIC SCIENCE; DNA; BENEFITS,2015
NA,2015
ORGANIC-CHEMISTRY; GENERAL-CHEMISTRY,2015
FACULTY; BARRIERS; SCIENCE,2015
LEARNING PROGRESSION; SCIENCE; EXPLANATION; CONCEPTIONS; TELEOLOGY;;CHEMISTRY; ANTHROPOMORPHISM; ESSENTIALISM; RESPIRATION; INVENTORY,2015
STUDENT PERFORMANCE; DIGITAL DIVIDE; GENDER,2015
STUDENT PERFORMANCE; QUESTIONS; METACOGNITION; EXPERIENCE; CLICKERS;;IMPACT,2015
NA,2014
HIGHER-EDUCATION; PEER OBSERVATION; STUDENT; FACULTY; MATHEMATICS;;INVENTORY; BIOLOGY; SCIENCE,2014
MEDICAL-EDUCATION; CARE DISPARITIES; PHYSICIANS,2014
INTRODUCTORY BIOLOGY; MEDICAL-STUDENTS; CHEMISTRY; EDUCATION; PROJECT;;CURRICULUM; BENEFITS; OUTCOMES; SCHOOLS; IMPACT,2014
TREE-THINKING; SCIENCE; EDUCATION; SEQUENCES; MODEL,2014
MODELING THEORY; THINKING; LEARN,2014
RESEARCH EXPERIENCES; CRITICAL THINKING; BLOOMS TAXONOMY; STUDENTS;;CONFIDENCE; CLASSROOM; BENEFITS; BELIEFS; SCIENCE,2014
RESEARCH EXPERIENCES; SCIENCE; EDUCATION; BENEFITS; GENOME,2014
AUTHENTIC RESEARCH EXPERIENCES; EDUCATION,2014
UNDERGRADUATE RESEARCH EXPERIENCES; DROSOPHILA-MELANOGASTER;;INFORMATION-SYSTEMS; COMMUNITY-COLLEGES; SCIENCE-EDUCATION; USER;ACCEPTANCE; BIOLOGY; MODEL; IMPLEMENTATION; LABORATORIES,2014
BIOMEDICAL INFORMATICS EDUCATION; LIFE-SCIENCE CURRICULA;;MOLECULAR-BIOLOGY; INTEGRATING BIOINFORMATICS; DEGREE PROGRAM;;UNDERGRADUATE; UNIVERSITY; PERSPECTIVE; CHALLENGES; DESIGN,2014
SCIENCES; PROGRAM,2014
SCIENCE; TEACHERS; IDEAS; MATHEMATICS; EXPLORATION; EDUCATION; VIEWS,2014
PANAX-QUINQUEFOLIUS; AMERICAN GINSENG; FACULTY; INSTRUCTION; POPULATION;;DIVERSITY; EDUCATION; BARRIERS; INSIGHTS; INQUIRY,2014
SOCIOECOLOGICAL SYSTEMS; CELLULAR RESPIRATION; LEARNING PROGRESSION;;PHOTOSYNTHESIS; INQUIRY; FRAMEWORK; MODEL,2014
PERCEPTUAL EXPERTISE; FACE RECOGNITION; VOCABULARY; INDUCTION; MEMORY;;FRAMEWORK; FEEDBACK; MAINTENANCE; RETENTION; ADULTS,2014
NA,2014
TO-LEARN; SCIENCE,2014
COLORADO LEARNING ATTITUDES; CONCEPTUAL CHANGE TEXT; SCIENCE SURVEY;;INQUIRY; CYCLE; INSTRUCTION; ACHIEVEMENT,2014
SCIENCE,2014
SCIENCE; KNOWLEDGE; MISCONCEPTIONS; PSEUDOREPLICATION; METHODOLOGY;;YESTERDAY,2014
COGNITIVE STRUCTURE; MISCONCEPTIONS; INVENTORY; LANGUAGE,2014
INTRODUCTORY BIOLOGY; RESEARCH EXPERIENCES; SCIENCE; EDUCATION;;BARRIERS; GENOMICS; FACULTY; LAB,2014
COLLEGE-STUDENTS; ACHIEVEMENT GAP; SCIENCE; BIOLOGY; PERFORMANCE;;SAMPLE; WOMEN,2014
STEREOTYPE THREAT; MULTIMODEL INFERENCE; BEHAVIORAL ECOLOGY; COLLEGE;CLASSROOM; MODEL SELECTION; INSTRUCTOR GENDER; TEST-PERFORMANCE;;SCIENCE; WOMEN; UNDERGRADUATE,2014
TEACHING PRACTICE GAP; MOLECULAR-BIOLOGY; FOUNDATIONAL CONCEPTS;;UNDERLYING THEORIES; VISUAL LITERACY; STUDENTS; EDUCATION; INVENTORY;;CHEMISTRY; MAJORS,2014
NATURAL-SELECTION; KNOWLEDGE; MEANINGFUL; INVENTORY; EVOLUTION;;BEHAVIOR; THINKING; SYSTEM; EXPERT,2014
STUDENT; FEEDBACK,2014
STUDENT-RATINGS; FACULTY-DEVELOPMENT; PROFESSIONAL-DEVELOPMENT;;INSTRUCTIONAL-CHANGE; SCIENCE-EDUCATION; SEEKING BEHAVIOR; COLLEGE;SCIENCE; UNIVERSITY; PERFORMANCE; VALIDITY,2014
CURRICULUM; PHYSIOLOGY; 21ST-CENTURY; BIOCHEMISTRY; PRINCIPLES;;FRAMEWORK,2014
FACULTY-DEVELOPMENT; GRADUATE; EDUCATION; INSTRUCTION; KNOWLEDGE,2014
COLORADO LEARNING ATTITUDES; SCIENCE; THINKING; CREATIVITY; TEACH,2014
CLASS CONCEPT QUESTIONS; BIOLOGY COURSES; SELF-EFFICACY; SCIENCE,2014
N-3 FATTY-ACIDS; SCIENTIFIC LITERACY; CEREBRAL-ISCHEMIA; SCIENCE;;BIOCHEMISTRY; EDUCATION; 1ST,2014
BIOLOGY; PERCEPTIONS; EXPERIENCES; STATISTICS; AGREEMENT; VARIABLES,2014
GENETICS,2014
UNDERGRADUATE RESEARCH; ACHIEVEMENT,2014
TO-LEARN; SCIENCE,2014
UNAWARE; GENDER; SKILLS,2014
COLORADO LEARNING ATTITUDES; SCIENCE SURVEY; BELIEFS; PHYSICS,2014
CONCEPT INVENTORY; CENTRAL DOGMA; BIOLOGY; GENETICS; REPRESENTATIONS;;MISCONCEPTIONS; CONCEPTIONS; AGREEMENT; PHYSICS; TOOLS,2014
PEER; CENTRALITY; POWER; MODELS,2014
CONCEPTUAL CHANGE; NATURAL-SELECTION; EPISTEMOLOGICAL BELIEFS; LEARNING;SCIENCE; SELF-EFFICACY; STUDENTS; MOTIVATION; RESOURCES; KNOWLEDGE;;ACCEPTANCE,2014
TEST-RETEST RELIABILITY; MISCONCEPTIONS; DIFFICULTIES,2014
PERFORMANCE; MANAGEMENT,2014
ACHIEVEMENT; PHYSIOLOGY,2014
INSTRUCTION; EDUCATION; COLLEGE,2014
ASSESSING KNOWLEDGE INTEGRATION; IMPLEMENTATION; PHYSIOLOGY; PROJECT;;CELL,2014
